date,unit_sales
2015-06-18,55.615504
2015-06-19,65.923357
2015-06-20,93.695165
2015-06-21,79.056842
2015-06-22,68.896823
2015-06-23,64.03223299999999
2015-06-24,64.341171
2015-06-25,51.870096000000004
2015-06-26,59.329946
2015-06-27,83.14924599999999
2015-06-28,97.656359
2015-06-29,63.907219
2015-06-30,66.95484300000001
2015-07-01,88.59532
2015-07-02,70.564228
2015-07-03,77.277339
2015-07-04,101.854184
2015-07-05,98.242768
2015-07-06,75.49497099999999
2015-07-07,65.482105
2015-07-08,73.299213
2015-07-09,60.50325
2015-07-10,64.398638
2015-07-11,79.49847
2015-07-12,89.873194
2015-07-13,64.796708
2015-07-14,60.145226
2015-07-15,66.45051
2015-07-16,58.404272999999996
2015-07-17,65.345117
2015-07-18,82.635334
2015-07-19,89.47073
2015-07-20,68.596124
2015-07-21,60.78365
2015-07-22,63.138541000000004
2015-07-23,54.15114200000001
2015-07-24,63.524425
2015-07-25,79.742752
2015-07-26,87.503204
2015-07-27,65.29991899999999
2015-07-28,59.497767
2015-07-29,62.544998
2015-07-30,54.339358999999995
2015-07-31,69.50834499999999
2015-08-01,104.489479
2015-08-02,104.349548
2015-08-03,81.111983
2015-08-04,72.661336
2015-08-05,72.434659
2015-08-06,58.337520999999995
2015-08-07,66.332652
2015-08-08,78.409922
2015-08-09,67.941013
2015-08-10,78.547793
2015-08-11,66.828036
2015-08-12,67.806473
2015-08-13,55.785948
2015-08-14,73.448421
2015-08-15,93.633903
2015-08-16,91.384663
2015-08-17,69.474716
2015-08-18,62.947564
2015-08-19,65.373336
2015-08-20,56.94436999999999
2015-08-21,65.328121
2015-08-22,80.327016
2015-08-23,86.57554
2015-08-24,68.157599
2015-08-25,62.469834
2015-08-26,64.007599
2015-08-27,54.80433299999999
2015-08-28,63.573723
2015-08-29,87.69530999999999
2015-08-30,97.56976
2015-08-31,77.615255
2015-09-01,90.654999
2015-09-02,87.903309
2015-09-03,70.709304
2015-09-04,73.63953000000001
2015-09-05,105.28683999999998
2015-09-06,114.76425800000001
2015-09-07,76.73827800000001
2015-09-08,67.731224
2015-09-09,70.56335
2015-09-10,57.77438000000001
2015-09-11,65.13301700000001
2015-09-12,92.15244399999999
2015-09-13,102.334532
2015-09-14,68.840519
2015-09-15,68.213435
2015-09-16,74.208967
2015-09-17,59.357780000000005
2015-09-18,65.380588
2015-09-19,93.589348
2015-09-20,103.753286
2015-09-21,71.772538
2015-09-22,64.191474
2015-09-23,69.041972
2015-09-24,55.732161
2015-09-25,64.608388
2015-09-26,89.048606
2015-09-27,101.806296
2015-09-28,67.12610600000001
2015-09-29,60.913066
2015-09-30,71.11825400000001
2015-10-01,79.634086
2015-10-02,83.071939
2015-10-03,117.937618
2015-10-04,123.413094
2015-10-05,80.952484
2015-10-06,69.616928
2015-10-07,72.05623299999999
2015-10-08,60.306603
2015-10-09,87.393472
2015-10-10,86.755697
2015-10-11,97.33292
2015-10-12,72.16295699999999
2015-10-13,58.514155
2015-10-14,68.819811
2015-10-15,57.79521999999999
2015-10-16,69.382935
2015-10-17,95.805296
2015-10-18,107.14771
2015-10-19,69.925949
2015-10-20,66.030836
2015-10-21,67.284735
2015-10-22,54.70200500000001
2015-10-23,63.904061
2015-10-24,85.995071
2015-10-25,101.878314
2015-10-26,64.991435
2015-10-27,58.70661
2015-10-28,59.938712
2015-10-29,51.186007000000004
2015-10-30,63.587589
2015-10-31,91.595685
2015-11-01,81.925039
2015-11-02,76.25498
2015-11-03,103.343913
2015-11-04,85.549444
2015-11-05,64.966267
2015-11-06,67.114579
2015-11-07,92.972334
2015-11-08,107.73619599999999
2015-11-09,68.36449
2015-11-10,62.352918
2015-11-11,68.974621
2015-11-12,50.693766
2015-11-13,62.667403
2015-11-14,86.759733
2015-11-15,105.615946
2015-11-16,71.650871
2015-11-17,61.891999
2015-11-18,68.39541899999999
2015-11-19,56.04525699999999
2015-11-20,66.56196700000001
2015-11-21,86.372688
2015-11-22,101.584429
2015-11-23,69.66854599999999
2015-11-24,61.27101999999999
2015-11-25,65.89178299999999
2015-11-26,53.035833
2015-11-27,64.508604
2015-11-28,85.0596
2015-11-29,107.06198
2015-11-30,76.20361199999999
2015-12-01,85.76209399999999
2015-12-02,86.726958
2015-12-03,67.688303
2015-12-04,74.935413
2015-12-05,96.620237
2015-12-06,114.31193200000001
2015-12-07,82.233471
2015-12-08,71.256917
2015-12-09,74.789378
2015-12-10,65.74271800000001
2015-12-11,70.839281
2015-12-12,91.566788
2015-12-13,105.94254199999999
2015-12-14,81.161372
2015-12-15,77.980995
2015-12-16,85.993025
2015-12-17,80.980975
2015-12-18,89.35699
2015-12-19,109.552352
2015-12-20,117.541696
2015-12-21,107.288748
2015-12-22,114.186191
2015-12-23,119.61460600000001
2015-12-24,108.368032
2015-12-26,94.672519
2015-12-27,83.771413
2015-12-28,78.96789100000001
2015-12-29,87.076203
2015-12-30,103.004374
2015-12-31,96.46415400000001
